system:index,masterid,year,yield_mean,yield_p25,yield_p50,yield_p75,.geo
2_0_0000bf1aef4244420e1f,17013,2000,7.806519412053654,6.905902173913053,7.904410198942344,8.781580132450362,
2_0_000064f649a5af33b5b4,17083,2000,8.44762286846244,7.220834989601863,8.530595718735356,9.655168357857969,
2_0_000018be940eae0a5c0d,17119,2000,8.839222524859087,7.9361261880105385,9.0614895477891,9.937885844788175,
2_0_000054f6a81b073c6262,17117,2000,9.811569631906968,9.062000212996544,9.938428261357265,10.810125125548007,
2_0_0000765b5683242824c6,17137,2000,9.16790617754626,8.314623952928846,9.061015417725258,9.93774457929261,
2_0_000033f1b04aa5ea369f,17017,2000,8.882242280693797,8.030438201601669,8.781824772657055,9.655424828865511,
2_0_00006ae86e351f071f57,17169,2000,9.192201618675982,8.345603839441514,9.281325492224756,10.091888130252068,
2_0_000077074a885ca2c715,17125,2000,8.918147869600563,7.904188059662199,9.029323977613979,9.906469988018687,
2_0_0000dd5e75fbaf35fb18,17057,2000,9.517915255533264,8.687812498342605,9.438205429514252,10.31109578509804,
2_0_000042ead5cd362d9bde,17109,2000,9.678698433882573,9.02946360741734,9.717223277083146,10.405810780187753,
2_0_00006b09ba4cb4741512,17187,2000,9.69465465777093,8.96817922040146,9.654653887882704,10.406106850665676,
2_0_00007e93424e6272301b,17067,2000,9.425918014339869,8.782488604245962,9.407432070727774,10.153571049681346,
2_0_0000e2ffa1b448de0664,17071,2000,9.385665941303564,8.65568711793129,9.407354301014447,10.15384115406883,
2_0_0000b81bdcab440b497e,19111,2000,8.87364183572605,8.060704996631651,9.059333179771384,9.81102466589501,
2_0_0000b70410cd457d5d98,19057,2000,9.178694654577159,8.34544600238666,9.281039393350447,10.153760667183741,
2_0_0000184281d2b113a536,17131,2000,9.777062766896178,8.844853917698856,9.780445029797516,10.715960948454452,
2_0_0000193eca3e9c01ee36,19115,2000,7.913422130250882,6.906000000000001,7.5858387096774225,8.404363636363637,
2_0_00003e809764811e7691,17073,2000,10.143795644612545,9.18756031560561,10.185379568012792,11.186808517764044,
2_0_00000cb57eb468091722,17095,2000,9.779345071273232,8.907730060568825,9.717528874782948,10.594914616328737,
2_0_0000ecaa499a57538db2,17195,2000,9.473569618054688,8.188610729743862,9.686800521377496,10.81082568740345,
2_0_0000893bdfde5b445207,17161,2000,9.47437381850342,8.344908707416476,9.59156713081561,10.71650357368084,
2_0_00003a9ef8a64b10f609,19163,2000,,,,,
2_0_000092e1517d48c1c5cf,19045,2000,,,,,
2_0_00007bc4556eccb129da,17015,2000,10.02032613124573,8.908560058720129,10.09358946114492,11.219004988164029,
2_0_00005211715ed4ff9390,19097,2000,8.87960771825053,7.720941237227634,8.846145172711687,10.032338709677425,
2_0_0000eb67a70b059e2ad0,17085,2000,9.885542569471419,8.59273939724572,9.970120751581248,11.218655240949877,
2_0_0000928919487c57e60a,19061,2000,8.235741379014733,6.718470363249789,7.904101083355385,9.71792647050588,
2_0_0000483b116fd1ddb710,19031,2000,,,,,
2_0_0000bfa9543e714ae8d9,19105,2000,,,,,
2_0_0000e90fc068ae37932d,19055,2000,7.404747145086098,6.468763976302229,7.157105380336749,8.092403243137685,
2_0_00009d6285dc08e23624,19139,2000,,,,,
2_0_00005653202d203024af,19103,2000,,,,,
2_0_0000fd914400bc585fda,19183,2000,8.17264701653487,7.543315225707729,8.1575,8.717699999999999,
2_0_0000ce69a0186a3b53d6,19095,2000,9.603961018706146,8.782000094636988,9.780868951645441,10.594849037078943,
2_0_0000b68d5232598fb9f9,19011,2000,9.964737455441618,9.218509668607371,10.093865258587373,10.905288336414909,
2_0_0000fec0bd046b364e53,19113,2000,9.736972966417664,8.84394958938035,9.906101496428295,10.71666436111187,
2_0_0000bb71c0dac0555482,19019,2000,9.833691807771315,8.968668122426813,10.032719630411634,10.905843210274263,
2_0_0000f587735a0e9e8de0,19013,2000,9.629315951995832,8.845072647275867,9.844295192597846,10.65595036588202,
2_0_00006ea04d46d57cd244,19171,2000,9.756048621879327,8.845337556957428,9.96960657086099,10.779289604263042,
2_0_0000c20e284dff3c3779,19157,2000,9.575673459010064,8.90815099857669,9.781108166788423,10.468712323817266,
2_0_0000450c7b6ff5ff6ec4,19107,2000,9.263284403222698,8.219618438617388,9.344430714220481,10.279878706863219,
2_0_0000b8715d3f5245fe76,19123,2000,8.840150861175115,7.967869575131294,9.02948204682746,9.96927936854685,
2_0_0000ef45812b31b1f7e4,19179,2000,8.820135060131053,7.761340540475835,8.743212529478292,9.740714140354253,
2_0_0000443f105abf09254a,19101,2000,8.177952230249016,7.281549625452887,8.09336019691184,8.968447659010627,
2_0_000000c415a5c2dac89e,19051,2000,8.866185373261496,7.688895480115931,8.813583225837471,9.938237230648086,
2_0_0000f876d981e1498558,19177,2000,9.004362374035782,6.93690734717306,8.306179643527205,11.181988636363638,
2_0_000008b761b4226821cb,19087,2000,8.048547377141459,7.189900905881218,7.935573807400328,8.686220653405373,
2_0_0000e6fe88eff5481b79,19007,2000,8.52880842394938,7.376775862463412,8.374040182984494,9.622280506375146,
2_0_00002122042533a986d6,19185,2000,7.891600834215645,6.8425217213260385,8.03090764319192,9.029255963555762,
2_0_000075f983330cb18124,19135,2000,7.602050314456547,6.718493619758445,8.030058330162065,9.155502637109931,
2_0_000017134a674c478360,19125,2000,4.122669148565241,2.402559486729834,3.40301813225981,4.970851510032488,
2_0_0000ad7f0cd72dd738a2,19117,2000,7.016339279747496,6.032523805085847,7.031423429463392,8.156995194119867,
2_0_0000e77674974d068ccc,19181,2000,6.484698662598674,2.457338830555736,7.593209712035011,8.968245688961355,
2_0_000048534bddd606e02c,19039,2000,7.615660434115132,6.657297654938351,7.720222835607671,8.59277014230441,
2_0_0000432dead7a7289b6d,19053,2000,7.901029641595328,6.778942403280968,8.030132441657942,9.029029914387868,
2_0_00003e70c5b03afd102b,19159,2000,8.032668173597221,7.219869786174668,8.093037968622065,8.84454903627495,
2_0_0000d5c56305e0c7fb51,19173,2000,7.567714788471849,6.905626660784619,7.5937484788875675,8.218644324324265,
2_0_00000dd06c5f4e3991d6,19003,2000,7.417284464973679,6.842702575254613,7.404451194674754,7.966794206059056,
2_0_0000f2ce85401ab7cdc2,19001,2000,7.672684366557937,6.9687581385903465,7.656875646348973,8.405795516056816,
2_0_0000d84fbf7e0b6ea4d1,19175,2000,7.858767179291156,7.031800432619621,7.843474052898317,8.718505144291596,
2_0_000069e236448e0ab86d,19121,2000,8.409425463231226,7.531152463643072,8.593418441134627,9.407730957219087,
2_0_00000eaedba5ea48cdca,19049,2000,8.885871644816584,8.093355588827409,9.0924536854063,9.843424259958379,
2_0_000067a6fa052fd579a9,19153,2000,8.812564772001888,8.09299017284203,9.53118792337153,10.280482224770529,
2_0_0000a7ab05350919e02f,19077,2000,7.922500248005067,7.220405753477889,7.967367807768404,8.655418900140466,
2_0_0000f86ce09dd811a123,19073,2000,8.911962830691708,8.187944087555564,9.186898599864973,9.937224675244428,
2_0_0000dd21809ea7455891,19025,2000,9.339829213748457,8.78250327247207,9.470576675547722,10.15430684043318,
2_0_0000c7dfbbc4d068017c,19187,2000,8.893066470658903,8.156640804230918,9.029455004469174,9.717212528696638,
2_0_000046440db24aa5ddd2,19015,2000,9.365782180490347,8.688335984979613,9.687166618300443,10.311081270167325,
2_0_0000be0acd07dbcce330,19079,2000,9.990813381185252,9.471226477070632,10.154191073646738,10.716528579336114,
2_0_0000ede31f173b7c504c,19169,2000,9.91518003997839,9.471119627745544,10.154567258063695,10.716389736442999,
2_0_0000e2c8ed526d895daf,19083,2000,10.197013597843107,9.718271777690031,10.280242313061972,10.842487998832032,
2_0_0000d6c52ea28bd774ac,19127,2000,8.834649999999998,8.703,8.9775,9.1485,
2_0_000013a3788af1faaeaf,19099,2000,8.637725921280154,7.719919501045478,9.09240081556635,9.843496945940338,
2_0_00008a783033350a11d4,19075,2000,9.956083823247326,9.53098763736262,10.034544181034486,10.594923990498799,
2_0_00003031d231c776982e,19023,2000,9.977758083609912,9.407425702233992,10.28046132904332,10.842434030405569,
2_0_00009b9258bf70ecf673,19017,2000,10.045739208612593,9.155241508313882,10.343714652139083,11.21853610645354,
2_0_000058873ec76b9d562b,19069,2000,10.161197796786588,9.53106434166276,10.406566787279035,11.0314030969486,
2_0_00009cd6751257ff2a77,19067,2000,9.31245590282373,8.187915934325407,9.438748495615378,10.563757046159985,
2_0_00009dcfc0dbcb5b728a,19033,2000,9.985404824452585,8.968325980583073,10.34357041625077,11.158062237454407,
2_0_00003d3acf2aca471b4d,19037,2000,8.961846014636416,7.843647977253355,8.968563234634065,10.1541862805126,
2_0_000017fa3a13aaee7f82,19089,2000,8.193567630098437,7.281541543725805,8.093170876765305,9.029001759117293,
2_0_0000bcdce94db702a2c3,19131,2000,9.112183877849736,8.030532455223268,9.029155643548487,10.217018329706564,
2_0_0000664b68b22056240e,19195,2000,9.491823824988277,8.438181432548282,9.686777418943306,10.563454009665572,
2_0_000032b0b482dd491fa7,19189,2000,9.18244201076665,8.156996829594977,9.40710550117801,10.280260562656844,
2_0_000001654c1050b12f75,19081,2000,9.989796556149466,9.127233715437331,10.375636038701714,11.121107911660568,
2_0_00007ea63f6e7c5dd886,19197,2000,9.862388445573949,9.217960630199414,10.093459883760795,10.779673983873197,
2_0_00009d19933462b428b5,19091,2000,9.496081867372514,8.815140249971567,9.813149021029707,10.43805215559963,
2_0_0000b71f0e01b52f3bc7,19109,2000,9.732303518204276,8.937555657846593,9.938298532780424,10.68620930407428,
2_0_0000a4b9d0ef752c5e38,19151,2000,10.048697512316371,9.631977381655426,10.375583819520187,10.86987000414409,
2_0_000006df2a7908a289d3,19147,2000,9.86964449961558,9.280470566484894,10.250026896352207,10.728876730143726,
2_0_00007316e0bde316ad51,19063,2000,9.750496860250488,9.281432817598652,9.969853614843792,10.531897751360562,
2_0_000085c1110a2e5bb8ee,19191,2000,8.471416682844,7.468073659721465,8.3450985470521,9.344037988026566,
2_0_00002b3cc26885d13f00,19065,2000,9.012918313266457,7.90423296172592,8.84505993248685,10.154130334007965,
2_0_0000af4858e87a6ce23d,19005,2000,8.64481211037208,7.657024925295116,8.529879969305172,9.590852183974707,
2_0_000054873bc0421cfec3,19043,2000,8.501453061325527,7.220719379841638,8.529445257380205,9.65445632775335,
2_0_00003a9b3d0350048b81,17177,2000,9.421008200454683,8.093386279482935,9.530880253505414,10.779813861377058,
2_0_000019b7721dcd7150a4,17141,2000,9.987054833988829,8.781756476458273,10.154690046954498,11.279052600784341,
2_0_000075c75137e46057a1,17201,2000,9.717560722480016,8.466977791058861,9.84380640714835,11.031362103541856,
2_0_00009aed56e86748505b,17007,2000,9.8982133894977,8.782506504980978,10.093862910718236,11.218453410512506,
2_0_00005a082d47498e24b2,17037,2000,11.050299461754486,10.062209075459545,11.31113451424294,12.18786788903522,
2_0_000089aef2014786b1ac,17103,2000,10.532541303132106,9.313779641448491,10.687615834543006,11.935798200129716,
2_0_000036da9c22b521a58a,17099,2000,10.746842868578884,10.063259353880579,10.811234434436772,11.687258662754193,
2_0_00006b4646d79028f663,17011,2000,10.60509782788346,9.686932842121605,10.687661707306379,11.561995144867911,
2_0_000083a789f01d16f70a,17155,2000,10.299402527774065,9.59257278920577,10.343796560005465,11.093951998811988,
2_0_0000c2db34821bfd3e8d,17175,2000,10.165762387248162,9.344353908234993,10.154448406503505,10.968572668110223,
2_0_0000690923962891d15e,17143,2000,9.743399510292742,8.937893297295803,9.81235252070259,10.562847484126051,
2_0_0000dcc95f785a35148f,17123,2000,10.299470489444436,9.630008013858854,10.372884704191371,11.120348672233574,
2_0_0000285dc369b6c70fcb,17203,2000,10.152638866950914,9.440100484891719,10.185756393114225,11.062684290515866,
2_0_000043215df39bd0c5b8,17179,2000,9.540653920301946,8.845023833722317,9.654747006869842,10.406224015032988,
2_0_000001aadfc336aaaf4f,17129,2000,9.556175135696876,8.782553828118974,9.591285968228625,10.27966607794619,
2_0_00008be3830e39089098,17107,2000,9.329173322960916,8.656178048584822,9.407530781346871,10.093219432378712,
2_0_00009be1802986c361ef,17113,2000,10.182829981221653,9.440096207739655,10.185892765368328,11.062193388994894,
2_0_0000d83c6148d1a22134,17039,2000,9.16500156038028,8.282322123193186,9.216906348053618,10.092868953299211,
2_0_000008a37067f88eca18,17115,2000,9.162401989361262,8.31491243173559,9.187324274560906,10.061863779730903,
2_0_00003310800aa4b0bfe2,17105,2000,10.475166186407558,9.78093705517504,10.595195180945492,11.404791768344813,
2_0_000056ddcda82a6f9929,17063,2000,10.673488464872134,10.063025681707956,10.687482758727183,11.43544081860329,
2_0_00005e67733868d64644,17197,2000,9.717308855422257,8.718996158040666,10.03306351393675,10.968454541841586,
2_0_0000383c03a152e17cf8,17091,2000,10.37757522760685,9.630106543504331,10.625139639880471,11.369996416564772,
2_0_0000fccd999c5ca58246,17053,2000,9.954883107732432,9.187459714425813,9.937650526669064,10.810592677215288,
2_0_0000b45c51f0dba7ebb8,17147,2000,9.363275838959225,8.282059711120926,9.407291685922758,10.279310347136636,
2_0_00009cf2c988d1916517,17019,2000,9.784746989409298,9.188119575053697,9.81202975317094,10.436639399712206,
2_0_000010637df418778550,17075,2000,10.545091053964837,9.76913405349283,10.750060229993048,11.239539975159257,
2_0_0000152815c8f29a3117,17183,2000,9.83794732707109,9.187888411326298,9.937731634871923,10.562560768338415,
2_0_0000ebaa3ac928785460,17031,2000,7.831183224229389,6.342973711572188,7.841787121815287,9.283454424371909,
2_0_000049a2a177f182f4fe,17043,2000,9.42351649740738,8.15527454868709,9.780090608172314,10.782198987498706,
2_0_00002ea000ee12da39e5,17093,2000,10.909982435811006,10.063356289586148,11.063321105877279,12.062139427050576,
2_0_0000c9f45558789c65e2,17089,2000,10.652416149845472,9.6549304459875,10.842553877348116,11.842165829645563,
2_0_00009358bd93f531e693,17097,2000,8.135291192513664,7.157897600262034,8.282948251240976,9.155171440041824,
2_0_0000e5679588c88230bc,17111,2000,9.236979716993764,8.093370714054156,9.34418934970104,10.468967338823491,
2_0_000078db732dd5cf8747,18091,2000,9.141170273090049,7.8754954385374925,9.376864786669806,10.37276728588794,
2_0_0000897c3d58e4635176,18141,2000,9.006635158051376,7.689262403235847,9.187004482222594,10.310530963112111,
2_0_0000a97aebbb5df5f3cd,18149,2000,8.800282287051411,7.530585800509935,8.845384873561253,10.03268791875649,
2_0_0000f51cf3119e1cf4ba,18099,2000,9.29514616067031,8.126372324944064,9.627469763506447,10.622886377152517,
2_0_00006f3bcf6c44b2029e,18127,2000,9.05679037004982,7.782379570883574,9.281038171842182,10.34306894701276,
2_0_0000525e19cb22cd112b,18073,2000,9.527745849108905,8.592951856156834,9.718094919510735,10.53231575157731,
2_0_0000284920a9c6649948,18089,2000,9.325573919998313,8.189028741940136,9.439815553966278,10.562281309144348,
2_0_000019cef6b39e0ca2ff,18111,2000,9.67319255239769,8.688416674018853,9.812518158123725,10.687130776841569,
2_0_0000b27c1e577dfc54ce,18131,2000,9.568289005736995,8.68784685538878,9.812649388494286,10.563077467071023,
2_0_0000017de7cdc48a3aa1,18181,2000,10.184948734359548,9.470240669505197,10.217099971629281,11.031497507380772,
2_0_0000822f646e6b2c3ba1,18007,2000,9.86682057820671,9.218571132948759,9.906554905790177,10.594878078209474,
2_0_0000c2b7caac2668c0ee,18171,2000,9.863018445854566,9.155477651613037,9.906600569183762,10.716908956508547,
2_0_0000cabace2773cbc20a,18045,2000,9.923037387459676,9.218329714266542,9.96969036390016,10.779995118781642,
2_0_0000214268e532729e6e,18165,2000,9.728178486558294,8.907467182745975,9.717719676643052,10.656258254384857,
2_0_0000286dfefaadefc6f0,18121,2000,9.807329760800103,8.968305995670958,9.843445501195196,10.716626097551059,
2_0_000055376e6d6af7f3ee,18157,2000,9.975715514278152,9.281651601129488,10.032616603127117,10.779534147370693,
2_0_0000db7ad9c6c0434015,18107,2000,10.076449518117384,9.407831183961862,10.093323329457736,10.842512299048181,
2_0_00009e7e3d946d92dd3d,18015,2000,10.498870133489516,9.93921476256316,10.563810580239952,11.18658787622658,
2_0_00005705970abd578822,18023,2000,10.241607029356707,9.563886121420671,10.311141819801023,10.936225242943165,
2_0_0000e104146e8c022eed,18011,2000,10.189820503343222,9.564419844605705,10.311656474445694,10.9366966797622,
2_0_0000aa1d8cb67a0eaf1d,18063,2000,10.250041234042511,9.470357849045767,10.406126589574516,11.218035725865361,
2_0_00006623b61a88e7d1ee,18097,2000,8.695692468024589,7.9041326799749605,8.96691456659071,9.716446166519058,
2_0_00000ab773567a924a56,18067,2000,10.3246009799649,9.780653827206974,10.469378760808436,11.094216305002645,
2_0_00002ed52cdf0204de11,18017,2000,10.135123648079194,9.63277394728766,10.375327975544877,10.86843468731872,
2_0_0000989f11b50a5e3625,18049,2000,9.634637403645783,8.718859513187281,9.906642434474131,10.656026716113704,
2_0_0000f795f6a0bd26fcef,18103,2000,9.632851912619916,8.81439018969897,9.938761059155972,10.56300505569399,
2_0_0000a2cd1c1f1fcb92ca,18085,2000,9.508132309294334,8.4061454111975,9.718132708199004,10.716361480622352,
2_0_0000113ffc4d47684817,18169,2000,9.156271407659114,8.062651215292123,9.439337187459726,10.43674528565931,
2_0_0000b353764a2cf86a20,18183,2000,8.590151924361614,7.531136786187235,8.719112975023656,9.717945966958254,
2_0_00009b7521c443c04bd6,18069,2000,8.645807536851022,7.564277591793653,8.813448952980819,9.811350563332327,
2_0_0000d0eac820429a4b9f,18053,2000,10.049794507000902,9.21775527253505,10.406512655534321,11.157639832345621,
2_0_0000ab922147ff16048d,18159,2000,10.01454149769678,9.06023108448759,10.31292145479421,10.936388417060348,
2_0_00006d06f2d3bc0ce24a,18057,2000,9.716438068176956,8.908436729334074,9.906710157818152,10.65556445219196,
2_0_00005e5401dbff69f9a2,18059,2000,9.18065654778125,8.46740675931266,9.407475329870357,10.154060569492092,
2_0_0000ba2d5e908f52b7ab,18095,2000,10.129074693369892,9.59196393653608,10.343352664712354,10.968474482659452,
2_0_0000e527b4c0ba0764aa,18009,2000,9.032189960817899,7.783958168226517,9.407880829322641,10.406039997212137,
2_0_00007613116330a23a79,18035,2000,9.819131281814284,8.938470305111514,10.186283435333568,10.937111739396977,
2_0_0000107e6a7f66df510f,18065,2000,10.251399594450744,9.531432502231956,10.469488781537175,11.218027625583929,
2_0_0000d6ea095cb509da4a,18135,2000,10.154564511764699,9.313936434421196,10.438597030101077,11.310062724160282,
2_0_0000e06b87abe9c85b9c,18177,2000,10.491063210915648,9.563295494106399,10.688092714302698,11.688364512742087,
2_0_000060c6cb54264ed582,18075,2000,9.116419827947897,7.657252469858663,9.47002369102303,10.595201104574059,
2_0_0000101cd081f7ed005f,18001,2000,8.814695201795706,7.763129849083634,9.24978917769565,10.237580861107643,
2_0_000042a7945e36bffb69,18179,2000,9.092202602886868,8.156634396165217,9.40710988454944,10.279957356559082,
2_0_0000ece12bf06983b8c2,18003,2000,8.38095793556978,7.188388702431057,8.56210563609015,9.561931922822186,
2_0_0000e7db84d9733491d6,18033,2000,7.706070573257277,6.2790779174682765,7.656915815022365,9.028818792475723,
2_0_0000741f6e43842ea6ac,18113,2000,8.733126235717227,7.656385194810359,8.845491486087331,9.843031121119813,
2_0_000018b2491eab57caa9,18151,2000,7.943752137470888,6.779189940137826,7.782728049095754,8.967890102028615,
2_0_00003e61f0854ad85df9,18087,2000,8.130134384623194,7.251873794435039,8.244727140101267,9.246512147996704,
2_0_000007a4a8d62d2479e4,18039,2000,9.06161422246768,7.753000083212911,9.253738451018847,10.248264138876777,
2_0_0000d80dad6429cee710,18161,2000,11.093946760999513,10.279067235409624,11.34204547651029,12.09313267985766,
2_0_0000511eee98108f96f0,18047,2000,9.834046868015927,8.7814533492745,10.09312650056567,11.09496896569074,
2_0_00003dfec1445f9f85b3,18029,2000,8.981638988658244,7.595071090637452,9.21875858019696,10.406978233040187,
2_0_00007267bd44a13a811a,18115,2000,8.86488575143214,7.7154437003279055,8.906624999999996,10.033633613811112,
2_0_000089df04609e755be7,18155,2000,9.65080160401936,8.218428221502931,9.714095333547151,11.095920328953088,
2_0_000079c9b802afff1fd4,18043,2000,9.221359996819624,7.904691679547375,9.343634228187918,10.59350319708445,
2_0_0000cd49380a6d680402,18061,2000,9.391501455734177,8.466794155334064,9.530826371548555,10.406735619746385,
2_0_000010f664eeb1b96ffc,18019,2000,9.743809482072502,8.549305287480045,9.540603367243124,10.46877200696477,
2_0_000036e7fa783b499199,18175,2000,9.618114387921157,8.908301171216824,9.780721445444211,10.532000799196474,
2_0_0000149a07818ddaef82,18025,2000,9.139376296852156,7.844442857142858,9.471123966942148,10.343250000000005,
2_0_0000d6c007ae4b4c8095,18143,2000,10.06322459188075,8.96866848181532,10.281188232304348,11.342354566642115,
2_0_0000e4071ec1bf6f4284,18077,2000,9.727807831077865,8.467336688014655,10.032934391074845,11.094381124143082,
2_0_0000c820b0d4bbd4f52b,18079,2000,9.508118087811216,7.935134667293068,9.812884899522082,11.062595348140247,
2_0_000089c3c753ac724499,18137,2000,9.49658975579787,7.967458393532818,9.90666294947655,10.968639503602844,
2_0_0000724ad26d758574e2,18031,2000,9.724981837392695,8.655626146789045,10.09327377392128,10.968261202905914,
2_0_0000177312f382b6baa8,18041,2000,10.518806372450001,9.781606459173018,10.717387144291605,11.467933448177076,
2_0_00008709ee29b7520454,18139,2000,10.28369671219283,9.687522310353064,10.438022596219042,11.186029686992233,
2_0_00001704e737bf00dda4,18145,2000,9.576511319869793,8.781534260044117,9.718121733039373,10.531973489805823,
2_0_00001173dac0dd3a763c,18005,2000,9.204697492675447,8.219186729172899,9.531290708492552,10.343008636915904,
2_0_0000fa8cacb660394530,18081,2000,9.472886563546615,8.814820261921806,9.686673703055218,10.310851803492211,
2_0_000008f0620436b9720f,18109,2000,10.008586115587438,9.18739399276238,10.185495529740363,11.062845811106028,
2_0_000001093b68c1713aa9,18013,2000,9.633645542583595,8.528043956043959,10.032047770700641,10.968500000000002,
2_0_0000210b5ef31c05e692,18071,2000,9.458242594549349,8.656454787291407,9.655251629943237,10.405917357216111,
2_0_00006685a948d9654161,18117,2000,9.852754400058892,9.155935523171602,10.032540390828283,10.716441069894179,
2_0_000006c7179a928ce11a,18093,2000,9.35667972477979,8.466000541456122,9.591804639964032,10.342988160919244,
2_0_0000554328919a79891b,18101,2000,9.918510451026915,9.093704552741336,10.092961255718771,10.96851455213722,
2_0_0000cecd02977b9c3be2,18055,2000,9.671131040723834,8.76145405405406,9.756004525325627,10.73923979017481,
2_0_0000162fe73f1a3fff28,18105,2000,9.601097553223202,8.37427883517167,9.878482465732157,10.867545588235311,
2_0_0000d3ca9f45da065306,18119,2000,9.90258712581044,8.90850386068669,10.032676519849579,11.03003249116427,
2_0_0000f8e3b01c61aa00bd,18133,2000,10.332820747088112,9.564012918611315,10.438624739863192,11.30929678133001,
2_0_0000ef9eed1c6ee73015,18021,2000,10.018570659340854,9.18785624281861,10.185201273714682,11.062726632362196,
2_0_000007bb373ffe768c03,18167,2000,9.551398641361056,8.656341570879825,9.717403308899,10.655820940307883,
2_0_00001997d158397776ef,17045,2000,9.712419904571565,9.029650762068954,9.654741334875371,10.343157080605387,
2_0_000061d54b09391a6a9c,17023,2000,9.230411272237436,8.406261355418861,9.344247946705075,10.153526018060626,
2_0_0000416142703decc8f0,17033,2000,9.15263883459652,8.156228757272148,9.218397981082635,10.217188504780943,
2_0_0000a26d4592a5954b03,18153,2000,9.524026236950386,8.656199674208668,9.717835250655734,10.531941356375048,
2_0_00007ee827a19181833b,18083,2000,9.472917101692213,8.56171449070314,9.562496604350768,10.43716122882173,
2_0_00006c7c25aeebd229d6,18027,2000,9.56997324543278,8.71896751627818,9.780512796263462,10.5956046344702,
2_0_0000bf5fb242f8012cf7,17101,2000,8.908522630842993,8.030451280740069,8.968673229731026,9.907192281935899,
2_0_0000db28ab4edc06655a,18051,2000,9.37003376468791,8.466720464149498,9.47055868524335,10.406347453990712,
2_0_000013edc5055b3ccdda,18125,2000,9.512390418969883,8.71821871160607,9.654863255812803,10.468381646860916,
